ID,Duration__in_seconds_,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,CRT7,CRT1perf,CRT2perf,CRT3perf,CRT4perf,CRT5perf,CRT6perf,CRT7perf,N1,N2,N3,N1perf,N2perf,N3perf,AOT_1,AOT_2,AOT_3,AOT_4,AOT_5,AOT_6,AOT_7,AOT_8,Climatoskepticism_1,Climatoskepticism_2,Climatoskepticism_3,Climatoskepticism_4,Climatoskepticism_5,Climatoskepticism_6,Climatoskepticism_7,Climatoskepticism_8,Climatoskepticism_9,Climatoskepticism_10,Climatoskepticism_11,Climatoskepticism_12,BeliefScience_1,BeliefScience_2,BeliefScience_3,BeliefScience_4,BeliefScience_5,BeliefScience_6,BeliefScience_7,BeliefScience_8,BeliefScience_9,BeliefScience_10,SciLit1,SciLit2,SciLit3,SciLit4,SciLit5,SciLit6,SciLit7,SciLit8,Gender,Gender_3_TEXT,Age,Ethnicity,Education,MaritalStatus,HouseholdIncome,Mturk,TrapQuestion,Completion,CRT,Numtotal,AOT,BeliefInSciencetotal,Literacy,Climato,filter,filter_$,AOTratio,CRTratio,CognitiveReflection,NumeracyLiteracyIndex
320,477,$0.05,5 minutes,47,first,8,Emily,0,1,1,1,0,1,1,1,500,10,0.1%,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,3,3,6,6,4,5,6,1,1,1,1,1,1,1,1,2,NA,32,1,8,1,2,58842968,1,1,6,3,32,50,8,12,1,1,0.8,0.8571428571428571,0.8285714285714285,11
321,408,.10,5 minutes,47,second,8,What,3,0,1,1,1,1,0,0,500,10,5,1,1,0,4,4,4,4,2,2,3,3,2,2,1,1,1,2,2,2,2,2,2,2,3,3,4,3,4,2,2,3,3,4,1,1,0,1,1,1,1,1,2,NA,28,1,8,2,3,18653772,1,1,4,2,26,31,7,21,1,1,0.65,0.5714285714285714,0.6107142857142858,9
322,508,0.05,5,47,third place,8,emily,27,1,1,1,0,1,1,0,500,10,0.1,1,1,0,4,3,4,3,2,2,3,4,4,3,4,3,2,3,2,3,2,3,4,3,5,4,5,4,3,4,5,4,5,4,1,0,0,0,0,1,0,0,1,NA,25,1,9,2,1,84398344,1,1,5,2,25,43,2,36,1,1,0.625,0.7142857142857143,0.6696428571428572,4
323,619,5 cents,100,47,second,7,June,9,1,0,1,1,0,0,0,500,10,.01,1,1,0,4,5,5,5,1,2,2,4,5,5,2,3,3,4,4,2,2,4,4,4,4,4,4,4,4,5,5,6,6,6,0,1,0,0,0,1,1,0,2,NA,24,5,8,1,3,76440675,1,1,3,2,28,48,3,42,1,1,0.7,0.42857142857142855,0.5642857142857143,5
324,445,.05,5,47,second place,8,emily,There is no dirt in a hole,1,1,1,1,1,1,1,500,10,.1,1,1,0,3,4,4,3,4,4,5,4,4,4,3,4,3,4,5,4,5,4,4,5,6,4,6,6,6,5,6,6,6,6,1,1,1,1,1,1,0,0,2,NA,49,1,5,2,4,73456243,1,1,7,2,31,57,6,49,1,1,0.775,1,0.8875,8
325,384,.5,5,24,first,8,emily,27,0,1,0,0,1,1,0,300,.1,10,0,0,0,4,5,5,5,3,2,5,4,1,1,1,1,1,1,1,1,1,1,2,2,5,5,5,4,4,3,3,4,4,6,1,1,0,1,1,1,0,1,1,NA,33,3,8,1,2,76163250,1,1,3,0,33,43,6,14,1,1,0.825,0.42857142857142855,0.6267857142857143,6
326,730,.05,5,47,second,8,Emily,0,1,1,1,1,1,1,1,500,10,.1,1,1,0,4,5,4,4,4,2,5,4,1,1,1,2,1,1,2,2,1,2,1,2,4,4,4,2,3,3,3,3,4,5,1,1,1,1,1,1,1,1,1,NA,48,1,8,2,3,28585047,1,1,7,2,32,35,8,17,1,1,0.8,1,0.9,10
327,659,.10,50,24,first,8,June,27,0,0,0,0,1,0,0,500,10,0.1,1,1,0,4,2,2,2,2,1,4,4,4,4,4,2,2,2,2,5,4,4,4,2,4,5,6,5,5,5,5,6,5,5,1,1,1,1,1,1,0,1,1,NA,24,1,8,1,2,77046381,1,1,1,2,21,51,7,39,1,1,0.525,0.14285714285714285,0.33392857142857146,9
328,654,.10,100,96,SECOND,8,JUNE,9,0,0,0,1,1,0,0,620,100,2,0,0,0,4,4,4,3,2,2,1,3,3,4,3,3,2,4,3,5,4,3,4,4,4,5,3,4,5,3,4,4,5,6,1,1,0,1,1,1,1,1,2,NA,27,3,8,1,3,94974547,1,1,2,0,23,43,7,42,1,1,0.575,0.2857142857142857,0.4303571428571428,7
329,339,.05,5,47,Second,8,Emily,0,1,1,1,1,1,1,1,500,100,10,1,0,0,4,5,5,3,1,2,2,3,4,5,4,3,3,4,3,4,2,4,4,4,4,6,3,4,6,5,3,5,4,5,1,1,0,0,1,1,1,0,2,NA,22,1,4,2,2,85483084,1,1,7,1,25,45,5,44,1,1,0.625,1,0.8125,6
330,289,.10,5,24,second place,8,emily,27,0,1,0,1,1,1,0,500,1,10,1,0,0,3,5,5,5,4,5,5,5,1,1,1,1,1,1,1,3,1,2,1,3,6,6,6,2,4,4,2,5,5,6,1,1,0,1,1,1,1,1,2,NA,38,1,7,1,1,23527525,1,1,4,1,37,46,7,17,1,1,0.925,0.5714285714285714,0.7482142857142857,8
332,340,.10,5,47,2,8,Emily,3,0,1,1,0,1,1,0,500,10,.1,1,1,0,4,4,4,4,3,4,4,4,5,5,5,5,3,5,5,5,5,5,5,5,4,3,4,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,2,NA,26,1,8,2,3,77298375,1,1,4,2,31,27,8,58,1,1,0.775,0.5714285714285714,0.6732142857142858,10
333,201,0.05,5,47,second,8,Emily,27,1,1,1,1,1,1,0,500,10,0.01,1,1,0,4,4,4,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,2,4,5,5,5,1,1,1,0,1,1,0,1,1,NA,28,1,5,1,2,83413519,1,1,6,2,23,46,6,48,1,1,0.575,0.8571428571428571,0.7160714285714285,8
334,484,.10,100 minutes,47,first,8,June,27,0,0,1,0,1,0,0,500,10, .1,1,1,0,2,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,4,4,4,4,1,1,1,1,1,1,0,1,1,NA,41,1,8,1,2,11665723,1,1,2,2,24,37,7,24,1,1,0.6,0.2857142857142857,0.44285714285714284,9
335,249,5,5,47,2,8,Emily,0,1,1,1,0,1,1,1,500,100,0.1,1,0,0,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,2,2,2,2,2,4,5,6,1,1,1,1,1,1,0,1,1,NA,38,1,6,1,3,56803417,1,1,6,1,39,37,7,12,1,1,0.975,0.8571428571428571,0.9160714285714285,8
336,821,.05,5 minutes,47 days,first,8,emily,27,1,1,1,0,1,1,0,500,10,.001,1,1,1,4,4,4,5,4,3,4,2,3,3,2,2,2,4,4,4,2,4,2,4,5,4,3,2,4,3,3,2,4,4,1,1,1,1,1,1,1,1,1,NA,41,1,8,1,1,97431032,1,1,5,3,30,34,8,36,1,1,0.75,0.7142857142857143,0.7321428571428572,11
337,900,.10,100 minutes,24,second,8,Emily,9,0,0,0,1,1,1,0,33,10,1,0,1,0,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,NA,26,1,4,1,2,2615734,1,1,3,1,26,40,8,36,1,1,0.65,0.42857142857142855,0.5392857142857143,9
338,424,0.10,100,24,Second,8,Emily,27,0,0,0,1,1,1,0,512,10,0.10,1,1,0,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,0,1,1,NA,32,1,4,1,1,6904891,1,1,3,2,30,40,6,14,1,1,0.75,0.42857142857142855,0.5892857142857143,8
339,413,.10,5,2,second,8,emily,27,0,1,0,1,1,1,0,500,1,.1,1,0,0,4,4,2,1,3,3,3,4,3,4,2,3,2,3,4,2,3,5,2,4,3,2,4,3,5,3,2,5,3,4,1,1,1,1,0,0,1,1,2,NA,30,1,7,2,2,51442354,1,1,4,1,24,34,6,37,1,1,0.6,0.5714285714285714,0.5857142857142856,7
340,388,.05,5 minutes,47,second place,8,Emily,3 feet,1,1,1,1,1,1,0,500,1,1%,1,0,0,4,5,5,5,2,3,5,4,2,2,2,3,1,3,4,4,1,3,2,5,5,4,1,2,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,NA,26,1,8,1,4,44417917,1,1,6,1,33,23,8,32,1,1,0.825,0.8571428571428571,0.8410714285714285,9
341,988,10 cents.,100 minutes.,24,3rd,7,June,24,0,0,0,0,0,0,0,500,10,1,1,1,0,5,5,4,5,2,2,5,5,4,4,4,5,5,5,5,4,4,4,5,5,4,3,6,4,3,2,2,2,4,5,1,1,1,0,1,1,1,1,2,NA,61,1,8,2,3,50154274,1,1,0,2,33,35,7,54,1,1,0.825,0,0.4125,9
342,1060,$.1,100 minutes,12 days,first,8,Emily,18 cubic feet,0,0,0,0,1,1,0,500,10,.1%,1,1,1,4,5,5,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,4,2,6,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,2,NA,33,1,9,2,5,4560724,1,1,2,3,34,46,8,28,1,1,0.85,0.2857142857142857,0.5678571428571428,11
344,613,10,100,24,FIRST,8,EMILY,27,0,0,0,0,1,1,0,500,10,1,1,1,0,2,2,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,4,4,5,4,5,1,1,1,0,1,1,1,0,2,NA,44,3,5,2,3,5514781,1,1,2,2,26,34,6,13,1,1,0.65,0.2857142857142857,0.46785714285714286,8
345,271,.05,5,47,second,8,June,0,1,1,1,1,1,0,1,500,10,.01,1,1,0,4,4,4,4,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,0,1,1,2,NA,63,1,8,5,2,945053,1,1,6,2,28,60,7,12,1,1,0.7,0.8571428571428571,0.7785714285714285,9
346,368,.10,5,47,First place,7,June,27,0,1,1,0,0,0,0,500,10,.1,1,1,0,3,4,4,4,4,4,4,4,5,5,5,2,2,5,5,5,5,4,5,5,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,NA,68,1,9,2,3,7847350,1,1,2,2,31,14,8,53,1,1,0.775,0.2857142857142857,0.5303571428571429,10
347,501,.10,200,24,2,7,April,9,0,0,0,0,0,0,0,6,100,400,0,0,0,3,4,5,2,3,4,3,4,3,4,5,4,5,5,4,5,4,4,5,4,4,5,6,5,6,5,6,5,6,5,1,1,0,1,1,0,0,1,1,NA,39,5,8,2,2,54782462,1,1,0,0,28,53,5,52,1,1,0.7,0,0.35,5
348,581,10,100,24,first,8,June,9,0,0,0,0,1,0,0,500,500,5%,1,0,0,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,2,3,4,3,4,3,3,3,3,3,3,3,4,1,1,1,1,1,1,0,1,1,NA,52,1,5,2,2,82336498,1,1,1,1,27,32,7,37,1,1,0.675,0.14285714285714285,0.4089285714285714,8
349,589,5,5,47,second,8,Emily,27,1,1,1,1,1,1,0,500,10,0.1,1,1,0,3,5,4,5,2,4,5,5,1,1,1,1,1,2,2,2,1,2,2,1,6,6,5,4,4,5,5,5,5,6,1,1,1,1,1,1,1,1,2,NA,41,1,5,2,2,35447819,1,1,6,2,33,51,8,17,1,1,0.825,0.8571428571428571,0.8410714285714285,10
350,573,.10,5 minutes,47 days,first place,7 sheep,emily,3,0,1,1,0,0,1,0,500,10,0.1%,1,1,1,1,4,5,4,4,5,5,5,1,1,1,1,1,1,1,2,1,1,4,1,6,6,6,4,6,5,5,6,6,6,1,1,1,1,1,1,1,1,2,NA,26,1,6,2,3,47622473,1,1,3,3,33,56,8,16,1,1,0.825,0.42857142857142855,0.6267857142857143,11
351,162,5 cents,5 minutes,47 days,2nd,8,june,27,1,1,1,1,1,0,0,500,10,0.1,1,1,0,3,5,5,3,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,0,0,2,NA,22,5,8,1,5,23852969,1,1,5,2,34,60,6,12,1,1,0.85,0.7142857142857143,0.7821428571428571,8
352,588,.10,20 minutes,14 days,First,8,Emily,None,0,0,0,0,1,1,1,500,10,.1,1,1,0,4,5,5,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,1,2,2,2,3,5,1,1,1,1,1,1,1,1,2,NA,52,1,8,2,2,97011402,1,1,3,2,33,27,8,12,1,1,0.825,0.42857142857142855,0.6267857142857143,10
353,807,1.10,100,24,First place,7,Emily,27,0,0,0,0,0,1,0,200,10,100,0,1,0,5,1,5,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,NA,36,3,3,2,3,12709046,1,1,1,1,24,15,6,16,1,1,0.6,0.14285714285714285,0.37142857142857144,7
354,393,.10,100,24,2,8,emily,0,0,0,0,0,1,1,1,340,10,10,0,1,0,4,5,5,5,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,NA,51,6,8,1,3,87659815,1,1,3,1,32,20,8,12,1,1,0.8,0.42857142857142855,0.6142857142857143,9
355,317,10,100 minutes,24,first,7,emily,9 cubic,0,0,0,0,0,1,0,250,100,50,0,0,0,4,4,3,3,2,2,3,4,3,3,4,3,3,3,3,3,4,4,3,4,4,4,3,5,5,4,4,5,5,5,1,0,1,1,1,1,1,0,2,NA,29,5,9,2,3,60904323,1,1,1,0,25,44,6,40,1,1,0.625,0.14285714285714285,0.3839285714285714,6
356,226,.10,10,24,First,8,Emily,27,0,0,0,0,1,1,0,100,20,10,0,0,0,5,4,3,2,2,3,2,4,5,4,4,4,3,4,3,2,3,3,4,3,4,4,4,4,5,5,5,3,3,4,1,0,1,1,0,1,1,0,1,NA,29,3,8,2,4,13206009,1,1,2,0,25,41,5,42,1,1,0.625,0.2857142857142857,0.45535714285714285,5
357,783,.10,5,47,Second,8,Emily,3,0,1,1,1,1,1,0,500,100,.1,1,0,0,3,1,2,1,1,1,2,3,5,5,5,1,1,5,1,5,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,48,1,7,2,3,95393139,1,1,5,1,14,10,8,46,1,1,0.35,0.7142857142857143,0.5321428571428571,9
358,305,.10,100,24,first,7,june,27,0,0,0,0,0,0,0,545,575,575,1,0,0,3,2,3,4,2,3,2,2,3,4,2,3,4,3,3,4,2,4,3,2,3,4,5,4,4,4,3,5,4,4,1,1,1,1,0,1,0,0,1,NA,40,2,7,1,3,56108835,1,1,0,1,21,40,5,37,1,1,0.525,0,0.2625,6
359,302,.10,100,24,First,8,Emily,9,0,0,0,0,1,1,0,500,1,1,1,0,0,3,4,5,5,1,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,2,NA,55,1,5,2,3,77989489,1,1,2,1,31,60,8,12,1,1,0.775,0.2857142857142857,0.5303571428571429,9
360,443,.10,20,24,1st,8,Emily,9,0,0,0,0,1,1,0,524,10,0.1,1,1,0,4,5,3,5,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,5,5,4,5,5,5,5,1,1,1,0,0,0,1,0,2,NA,27,1,5,1,3,47955346,1,1,2,2,30,51,4,12,1,1,0.75,0.2857142857142857,0.5178571428571428,6
361,372,.10,100,47,second,8,Emily,0,0,0,1,1,1,1,1,600,10,1%,0,1,0,1,3,1,5,2,4,5,3,3,3,2,3,4,4,3,3,4,4,3,4,3,3,1,3,1,3,2,1,1,1,1,1,0,0,1,1,1,0,2,NA,36,1,5,2,3,93052573,1,1,5,1,24,19,5,40,1,1,0.6,0.7142857142857143,0.6571428571428571,6
362,1981,10 cents,5 minutes,47,Second place,8,Emily,3 cubic feet,0,1,1,1,1,1,0,500,10,.01,1,1,0,3,5,4,4,3,4,5,4,3,3,2,3,2,2,2,2,3,3,4,4,4,4,3,2,3,3,2,3,4,4,1,1,1,1,1,1,0,1,1,NA,40,1,5,1,2,99297403,1,1,5,2,32,32,7,33,1,1,0.8,0.7142857142857143,0.7571428571428571,9
363,813,.10,100 minutes,24,first,7,Emily,27,0,0,0,0,0,1,0,300,10,.001,0,1,1,3,4,4,4,2,4,4,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,NA,37,1,9,1,6,18556421,1,1,1,2,28,22,8,25,1,1,0.7,0.14285714285714285,0.4214285714285714,10
364,1000,0.05,5,47,second,8,Emily,9,1,1,1,1,1,1,0,500,10,1,1,1,0,2,4,4,5,3,4,5,5,1,1,1,2,3,3,2,2,1,2,3,2,6,6,4,4,5,4,4,3,5,4,1,1,1,1,1,1,1,1,2,NA,25,6,8,1,2,49300848,1,1,6,2,32,45,8,23,1,1,0.8,0.8571428571428571,0.8285714285714285,10
365,501,.10,100,24,1st,7,Emily,9,0,0,0,0,0,1,0,500,100,10,1,0,0,5,4,4,5,4,4,4,3,4,4,1,1,1,2,1,1,1,1,4,2,2,2,1,1,1,1,2,2,2,4,1,1,0,0,0,1,1,1,2,NA,62,1,4,5,2,41512911,1,1,1,1,33,18,5,23,1,1,0.825,0.14285714285714285,0.4839285714285714,6
366,884,.10,10 minutes,24,3rd place,8,june,9,0,0,0,0,1,0,0,2,10,10,0,1,0,5,4,3,2,3,2,3,3,5,4,3,3,4,5,4,5,3,4,4,3,2,2,2,4,4,2,3,4,3,3,1,0,0,0,0,0,1,1,1,NA,39,2,4,1,3,14594317,1,1,1,1,25,29,3,47,1,1,0.625,0.14285714285714285,0.3839285714285714,4
367,835,.10,100,24,first,8,June,27,0,0,0,0,1,0,0,25,10,1,1,1,0,4,4,4,5,2,4,4,4,5,5,5,1,5,5,5,5,5,3,5,5,4,3,4,1,1,1,1,1,1,4,1,1,1,0,1,0,1,1,2,NA,61,1,5,2,3,28660951,1,1,1,2,31,21,6,54,1,1,0.775,0.14285714285714285,0.45892857142857146,8
368,3371,.10,5 minutes,47,first place,7,june,27 feet,0,1,1,0,0,0,0,500,10,0.1%,1,1,1,4,3,4,5,1,1,1,5,4,4,2,2,2,5,5,5,5,5,5,5,6,6,4,5,5,6,6,6,6,6,1,1,0,1,1,1,1,1,2,NA,52,3,8,1,3,39063892,1,1,2,3,24,56,7,49,1,1,0.6,0.2857142857142857,0.44285714285714284,10
369,922,0.10,5 minutes,47,Second,8,Emily,27,0,1,1,1,1,1,0,500,10,0.1%,1,1,1,4,5,4,5,2,2,5,5,1,1,1,1,1,2,2,1,1,2,2,3,6,5,5,3,5,5,3,5,5,5,1,1,1,1,1,1,0,1,1,NA,25,1,11,1,4,56208518,1,1,5,3,32,47,7,18,1,1,0.8,0.7142857142857143,0.7571428571428571,10
370,435,0.10,100min,24,2,8,julia,3,0,0,0,0,1,0,0,6,1,1,0,0,0,3,5,2,5,4,4,4,4,3,5,3,5,3,1,1,2,1,1,3,1,3,6,2,2,1,1,2,3,4,6,1,1,0,0,0,0,1,0,1,NA,29,1,10,2,3,21597305,1,1,1,0,31,30,3,29,1,1,0.775,0.14285714285714285,0.45892857142857146,3
398,356,0.10,100,24,1,7,EMILY,27,0,0,0,0,0,1,0,6,10,10,0,1,0,4,4,4,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,1,1,0,1,1,1,1,0,2,NA,42,1,8,2,3,56328307,1,1,1,1,24,46,6,47,1,1,0.6,0.14285714285714285,0.37142857142857144,7
414,447,.05,5,16,1st,8,june,27,1,1,0,0,1,0,0,500,.1,.001,1,0,1,4,4,4,5,2,5,5,4,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,2,1,1,3,4,4,1,1,1,1,1,1,1,0,1,NA,53,1,8,5,4,20929147,1,1,3,2,33,28,7,23,1,1,0.825,0.42857142857142855,0.6267857142857143,9
415,309,0.10,100,24,first,8,Emily,27,0,0,0,0,1,1,0,3.5,1,0.1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,NA,31,5,11,1,6,36757747,1,1,2,1,24,40,8,36,1,1,0.6,0.2857142857142857,0.44285714285714284,9
416,357,0.10,100,47,second,8,emily,3,0,0,1,1,1,1,0,500,10,0.10,1,1,0,3,5,4,5,5,4,5,3,2,2,1,4,1,2,4,1,1,1,4,5,2,3,1,1,1,1,1,1,1,6,1,1,1,0,1,1,1,1,1,NA,22,1,6,1,2,68526657,1,1,4,2,34,18,7,28,1,1,0.85,0.5714285714285714,0.7107142857142856,9
421,529,$0.05,5,47,second,8,Emily,27,1,1,1,1,1,1,0,500,10,0.1%,1,1,1,3,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,3,6,5,5,4,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,NA,47,5,11,2,4,93505343,1,1,6,3,30,46,8,25,1,1,0.75,0.8571428571428571,0.8035714285714286,11
422,274,2.00,25,45,1st,7,June,6,0,0,0,0,0,0,0,686,1,1,0,0,0,4,4,3,2,2,2,3,3,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,5,5,4,3,3,4,3,1,1,1,1,0,1,1,0,2,NA,21,3,4,1,2,78367024,1,1,0,0,23,37,6,39,1,1,0.575,0,0.2875,6
423,391,0.10,100,24,IN SECOND PLACEPLAY IN GROUND,7,JUNE,9,0,0,0,0,0,0,0,100,0.1,10%,0,0,0,4,5,4,1,2,1,2,5,4,5,4,5,4,5,4,4,3,4,5,4,5,4,5,5,6,5,6,5,4,5,1,0,1,1,0,0,1,0,1,NA,28,1,8,2,4,99197115,1,1,0,0,24,50,4,51,1,1,0.6,0,0.3,4
425,531,$.10,5 minutes,6 days,second place,8,Emily,3 cubic feet,0,1,0,1,1,1,0,500,100,",1%",1,0,1,3,5,5,5,3,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,4,3,4,4,5,5,6,0,1,1,0,1,1,0,1,2,NA,27,1,7,1,1,22287944,1,1,4,2,33,42,5,12,1,1,0.825,0.5714285714285714,0.6982142857142857,7
426,472,0.05,5 minutes,47,second,8,emily,none,1,1,1,1,1,1,1,500,10,0.1,1,1,0,4,5,5,4,4,2,2,5,2,2,2,2,2,3,2,4,2,2,3,4,5,5,6,5,6,6,5,5,5,6,1,1,1,1,1,1,1,1,1,NA,29,1,8,1,3,3719986,1,1,7,2,31,54,8,30,1,1,0.775,1,0.8875,10
427,421,0.10,500,1 month and 1 week,first,7,EMILY,9,0,0,0,0,0,1,0,6,3,5 PERCENT,0,0,0,4,3,3,2,2,3,3,4,4,4,3,3,3,3,3,3,3,2,3,3,5,4,4,3,4,4,3,4,5,5,1,0,0,1,0,1,0,0,1,NA,55,1,7,2,2,69800995,1,1,1,0,24,41,3,37,1,1,0.6,0.14285714285714285,0.37142857142857144,3
428,624,5 cents,5 minutes,47 days,second place,8,Emily,3,1,1,1,1,1,1,0,500,10,.001,1,1,1,5,5,5,5,5,4,5,3,2,2,1,1,1,1,1,1,2,2,1,4,5,4,5,2,2,3,3,2,6,6,1,1,1,1,1,1,0,0,1,NA,20,5,5,1,4,8104595,1,1,6,3,37,38,6,19,1,1,0.925,0.8571428571428571,0.8910714285714285,9
430,525,.10,100,12 days,second,8,emily,27,0,0,0,1,1,1,0,300,no way to tell,no way to tell,0,0,0,3,4,4,4,4,2,4,4,2,2,2,3,2,3,2,3,4,3,4,4,5,5,4,2,2,2,2,2,2,4,0,1,1,0,1,1,1,0,2,NA,67,1,10,2,6,1485755,1,1,3,0,29,30,5,34,1,1,0.725,0.42857142857142855,0.5767857142857142,5
431,480,.10,20 minutes,24,first place,8,emily,3,0,0,0,0,1,1,0,500,10,0.01,1,1,0,4,4,4,4,3,5,5,4,5,1,5,1,1,1,1,2,1,1,2,1,5,5,3,3,3,4,3,6,5,6,1,1,0,1,1,1,1,0,2,NA,22,5,5,1,3,41118956,1,1,2,2,33,43,6,22,1,1,0.825,0.2857142857142857,0.5553571428571429,8
432,460,0.10,100,12,1,7,first,100,0,0,0,0,0,0,0,8,100,10,0,0,0,1,2,3,3,2,1,2,5,1,3,4,3,4,4,3,4,4,3,3,4,2,3,4,4,4,5,5,6,4,5,1,0,1,0,1,1,1,0,1,NA,27,1,8,2,4,26074102,1,1,0,0,19,42,5,40,1,1,0.475,0,0.2375,5
433,733,.10,5 minutes,24,First,8,Emily,27,0,1,0,0,1,1,0,387,10,.1%,0,1,1,4,4,4,3,2,3,4,4,1,1,1,4,3,5,4,4,2,4,3,4,4,4,5,6,4,4,4,6,5,6,1,1,1,1,1,1,1,1,1,NA,21,2,7,1,2,27614968,1,1,3,2,28,48,8,36,1,1,0.7,0.42857142857142855,0.5642857142857143,10
434,296,.10,100 minutes,24,First,8,Emily,27,0,0,0,0,1,1,0,500,100,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,1,1,1,1,1,0,1,0,2,NA,32,1,4,3,2,44111154,1,1,2,1,24,39,6,36,1,1,0.6,0.2857142857142857,0.44285714285714284,7
439,458,.10,100,24,1,8,june,27,0,0,0,0,1,0,0,333,10,1,0,1,0,4,4,4,NA,2,4,4,4,1,1,1,1,1,5,1,1,1,2,1,2,3,3,5,5,4,4,4,4,4,5,1,1,1,1,0,0,1,1,1,NA,55,1,8,2,6,7049176,1,1,1,1,NA,41,6,18,1,1,NA,0.14285714285714285,NA,7
442,1154,10 cents,100 minutes,24,2nd,7,Emily,36,0,0,0,1,0,1,0,500,1,1,1,0,0,3,4,3,4,4,3,4,1,5,5,3,3,3,4,4,3,5,4,3,5,4,2,2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,NA,30,1,5,2,2,74974805,1,1,2,1,26,16,7,47,1,1,0.65,0.2857142857142857,0.46785714285714286,8
443,471,.10,100,12,2nd,8,Emily,27,0,0,0,1,1,1,0,100,10,.01%,0,1,0,4,4,2,4,2,4,4,3,1,1,1,2,1,2,2,1,1,1,4,4,6,6,6,5,4,6,6,4,6,6,1,1,1,1,1,1,1,0,1,NA,30,2,8,2,3,49611367,1,1,3,1,27,55,7,21,1,1,0.675,0.42857142857142855,0.5517857142857143,8
445,426,.10,5 min,2,2nd,15,Emily,3x3x3,0,1,0,1,0,1,0,300,10,1%,0,1,0,3,3,1,5,1,2,3,3,1,1,2,3,4,3,3,4,4,4,4,3,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,0,1,1,2,NA,36,1,8,2,2,61268523,1,1,3,1,21,13,6,36,1,1,0.525,0.42857142857142855,0.47678571428571426,7
448,294,.10,100 minutes,24 days,first place,8,June,27,0,0,0,0,1,0,0,500,10,.01,1,1,0,1,4,4,3,2,4,4,3,4,4,2,2,2,2,2,2,4,3,4,4,6,6,6,6,5,5,5,5,5,5,1,1,0,1,1,1,0,1,2,NA,32,5,8,5,3,48563297,1,1,1,2,25,54,6,35,1,1,0.625,0.14285714285714285,0.3839285714285714,8
449,548,.10,5,24,2,7,EMILY,3,0,1,0,0,0,1,0,300,1,0.1%,0,0,1,5,5,5,5,3,3,3,3,1,1,1,1,1,2,1,1,1,2,1,1,4,6,1,5,3,2,2,5,5,5,1,1,1,1,1,0,0,0,2,NA,28,2,5,3,2,44515756,1,1,2,1,32,38,5,14,1,1,0.8,0.2857142857142857,0.5428571428571429,6
